,ID,必定获得的奖励（道具1|数量1，道具2|数量2…,奖励组1（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组2（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组3（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组4（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组5（道具1|数量1|概率1，道具2|数量2|概率2…,奖励组6（道具1|数量1|概率1，道具2|数量2|概率2…
,id,rewardsDefinite,rewards1,rewards2,rewards3,rewards4,rewards5,rewards6
,2001,20000|12|10000
,2002,20000|18|10000
,2003,20000|24|10000
,2004,20000|30|10000
,2005,20000|36|10000
,2011,20000|18|10000
,2012,20000|27|10000
,2013,20000|36|10000
,2014,20000|45|10000
,2015,20000|54|10000
,2021,20000|27|10000
,2022,20000|41|10000
,2023,20000|54|10000
,2024,20000|68|10000
,2025,20000|81|10000
,2031,20001|10|10000
,2032,20001|15|10000
,2033,20001|20|10000
,2034,20001|26|10000
,2035,20001|31|10000
,2041,20001|15|10000
,2042,20001|23|10000
,2043,20001|31|10000
,2044,20001|39|10000
,2045,20001|46|10000
,2051,20001|23|10000
,2052,20001|35|10000
,2053,20001|46|10000
,2054,20001|58|10000
,2055,20001|70|10000
,2101,20000|7|10000,10002|3|10000
,2102,20000|10|10000,10002|4|10000
,2103,20000|13|10000,10002|5|10000
,2104,20000|17|10000,10002|7|10000
,2105,20000|20|10000,10002|8|10000
,2106,20000|24|10000,10002|10|10000
,2111,20000|10|10000,10002|3|10000
,2112,20000|15|10000,10002|5|10000
,2113,20000|20|10000,10002|6|10000
,2114,20000|25|10000,10002|8|10000
,2115,20000|30|10000,10002|10|10000
,2116,20000|36|10000,10002|12|10000
,2121,20000|16|10000,10002|4|10000
,2122,20000|23|10000,10002|6|10000
,2123,20000|31|10000,10002|8|10000
,2124,20000|38|10000,10002|10|10000
,2125,20000|46|10000,10002|12|10000
,2126,20000|54|10000,10002|14|10000
,2131,20001|6|10000,10002|4|10000
,2132,20001|8|10000,10002|7|10000
,2133,20001|11|10000,10002|9|10000
,2134,20001|14|10000,10002|11|10000
,2135,20001|17|10000,10002|13|10000
,2136,20001|20|10000,10002|16|10000
,2141,20001|9|10000,10002|5|10000
,2142,20001|13|10000,10002|7|10000
,2143,20001|17|10000,10002|10|10000
,2144,20001|22|10000,10002|12|10000
,2145,20001|26|10000,10002|15|10000
,2146,20001|31|10000,10002|18|10000
,2151,20001|13|10000,10002|6|10000
,2152,20001|20|10000,10002|8|10000
,2153,20001|26|10000,10002|11|10000
,2154,20001|33|10000,10002|14|10000
,2155,20001|39|10000,10002|17|10000
,2156,20001|46|10000,10002|20|10000
,3001,10001|3|10000
,3002,10001|4|10000
,3003,10001|5|10000
,3004,10001|7|10000
,3005,10001|8|10000
,3006,10001|10|10000
,3011,10001|3|10000
,3012,10001|5|10000
,3013,10001|6|10000
,3014,10001|8|10000
,3015,10001|10|10000
,3016,10001|12|10000
,3021,10001|4|10000
,3022,10001|6|10000
,3023,10001|8|10000
,3024,10001|10|10000
,3025,10001|12|10000
,3026,10001|14|10000
,3031,10001|4|10000
,3032,10001|7|10000
,3033,10001|9|10000
,3034,10001|11|10000
,3035,10001|13|10000
,3036,10001|16|10000
,3041,10001|5|10000
,3042,10001|7|10000
,3043,10001|10|10000
,3044,10001|12|10000
,3045,10001|15|10000
,3046,10001|18|10000
,3051,10001|6|10000
,3052,10001|8|10000
,3053,10001|11|10000
,3054,10001|14|10000
,3055,10001|17|10000
,3056,10001|20|10000
必掉凡品大地精元,1000,,100001|1|10000
必掉凡品天空精元,1001,,100101|1|10000
必掉凡品海洋精元,1002,,100201|1|10000
主线关卡掉落,10001,,30000|17|8000
,10002,,30000|17|8000
,10003,,30000|17|8000
,10004,,30000|17|8000
,10005,,30000|17|8000
,10006,,30000|18|8000
,10007,,30000|18|8000
,10008,,30000|18|8000
,10009,,30000|18|8000
,10010,,30000|18|8000
,10011,,30000|18|8000
,10012,,30000|18|8000
,10013,,30000|18|8000
,10014,,30000|19|8000
,10015,,30000|19|8000
,10016,,30000|19|8000
,10017,,30000|19|8000
,10018,,30000|19|8000
,10019,,30000|19|8000
,10020,,30000|19|8000
,10021,,30000|19|8000
,10022,,30000|20|8000
,10023,,30000|20|8000
,10024,,30000|20|8000
,10025,,30000|20|8000
,10026,,30000|20|8000
,10027,,30000|20|8000
,10028,,30000|20|8000
,10029,,30000|20|8000
,10030,,30000|21|8000
,10031,,30000|21|8000
,10032,,30000|21|8000
,10033,,30000|21|8000
,10034,,30000|21|8000
,10035,,30000|21|8000
,10036,,30000|21|8000
,10037,,30000|21|8000
,10038,,30000|21|8000
,10039,,30000|21|8000
,10040,,30000|22|8000
,10041,,30000|22|8000
,10042,,30000|22|8000
,10043,,30000|22|8000
,10044,,30000|22|8000
,10045,,30000|22|8000
,10046,,30000|22|8000
,10047,,30000|22|8000
,10048,,30000|22|8000
,10049,,30000|22|8000
,10050,,30000|22|8000
,10051,,30000|22|8000
,10052,,30000|22|8000
,10053,,30000|23|8000
,10054,,30000|23|8000
,10055,,30000|23|8000
,10056,,30000|23|8000
,10057,,30000|23|8000
,10058,,30000|23|8000
,10059,,30000|23|8000
,10060,,30000|23|8000
,10061,,30000|23|8000
,10062,,30000|23|8000
,10063,,30000|23|8000
,10064,,30000|23|8000
,10065,,30000|24|8000
,10066,,30000|24|8000
,10067,,30000|24|8000
,10068,,30000|24|8000
,10069,,30000|24|8000
,10070,,30000|24|8000
,10071,,30000|24|8000
,10072,,30000|24|8000
,10073,,30000|24|8000
,10074,,30000|24|8000
,10075,,30000|24|8000
,10076,,30000|24|8000
,10077,,30000|24|8000
,10078,,30000|25|8000
,10079,,30000|25|8000
,10080,,30000|25|8000
,10081,,30000|25|8000
,10082,,30000|25|8000
,10083,,30000|25|8000
,10084,,30000|25|8000
,10085,,30000|25|8000
,10086,,30000|25|8000
,10087,,30000|25|8000
,10088,,30000|25|8000
,10089,,30000|25|8000
,10090,,30000|26|8000
,10091,,30000|26|8000
,10092,,30000|26|8000
,10093,,30000|26|8000
,10094,,30000|26|8000
,10095,,30000|26|8000
,10096,,30000|26|8000
,10097,,30000|26|8000
,10098,,30000|26|8000
,10099,,30000|26|8000
,10100,,30000|27|8000
,10101,,30000|27|8000
,10102,,30000|27|8000
,10103,,30000|27|8000
,10104,,30000|27|8000
,10105,,30000|27|8000
,10106,,30000|27|8000
,10107,,30000|27|8000
,10108,,30000|27|8000
,10109,,30000|27|8000
,10110,,30000|27|8000
,10111,,30000|27|8000
,10112,,30000|27|8000
,10113,,30000|28|8000
,10114,,30000|28|8000
,10115,,30000|28|8000
,10116,,30000|28|8000
,10117,,30000|28|8000
,10118,,30000|28|8000
,10119,,30000|28|8000
,10120,,30000|28|8000
,10121,,30000|28|8000
,10122,,30000|28|8000
,10123,,30000|28|8000
,10124,,30000|28|8000
,10125,,30000|29|8000
,10126,,30000|29|8000
,10127,,30000|29|8000
,10128,,30000|29|8000
,10129,,30000|29|8000
,10130,,30000|29|8000
,10131,,30000|29|8000
,10132,,30000|29|8000
,10133,,30000|29|8000
,10134,,30000|29|8000
,10135,,30000|29|8000
,10136,,30000|29|8000
,10137,,30000|29|8000
,10138,,30000|30|8000
,10139,,30000|30|8000
,10140,,30000|30|8000
,10141,,30000|30|8000
,10142,,30000|30|8000
,10143,,30000|30|8000
,10144,,30000|30|8000
,10145,,30000|30|8000
,10146,,30000|30|8000
,10147,,30000|30|8000
,10148,,30000|30|8000
,10149,,30000|30|8000
,10150,,30000|31|8000
,10151,,30000|31|8000
,10152,,30000|31|8000
,10153,,30000|31|8000
,10154,,30000|31|8000
,10155,,30000|31|8000
,10156,,30000|31|8000
,10157,,30000|31|8000
,10158,,30000|31|8000
,10159,,30000|31|8000
,10160,,30000|32|8000
,10161,,30000|32|8000
,10162,,30000|32|8000
,10163,,30000|32|8000
,10164,,30000|32|8000
,10165,,30000|32|8000
,10166,,30000|32|8000
,10167,,30000|32|8000
,10168,,30000|32|8000
,10169,,30000|32|8000
,10170,,30000|32|8000
,10171,,30000|32|8000
,10172,,30000|32|8000
,10173,,30000|33|8000
,10174,,30000|33|8000
,10175,,30000|33|8000
,10176,,30000|33|8000
,10177,,30000|33|8000
,10178,,30000|33|8000
,10179,,30000|33|8000
,10180,,30000|33|8000
,10181,,30000|33|8000
,10182,,30000|33|8000
,10183,,30000|34|8000
,10184,,30000|35|8000
,10185,,30000|36|8000
,10186,,30000|37|8000
,10187,,30000|38|8000
,10188,,30000|39|8000
,10189,,30000|40|8000
,10190,,30000|41|8000
,10191,,30000|42|8000
,10192,,30000|43|8000
,10193,,30000|44|8000
,10194,,30000|45|8000
,10195,,30000|46|8000
,10196,,30000|47|8000
,10197,,30000|48|8000
,10198,,30000|49|8000
,10199,,30000|50|8000
,10200,,30000|51|8000
,11001,,40200|1|7000
,11002,,40200|1|7000
,11003,,40200|1|7000
,11004,,40200|1|7000
,11005,,40200|1|7000
,11006,,40200|1|7000
,11007,,40200|1|7000
,11008,,40200|1|7000
,11009,,40200|1|7000
,11010,,40200|1|7000
,11011,,40200|1|7000
,11012,,40200|1|7000
,11013,,40200|1|7000
,11014,,40200|1|7000
,11015,,40200|1|7000
,11016,,40200|1|7000
,11017,,40200|1|7000
,11018,,40200|1|7000
,11019,,40200|1|7000
,11020,,40200|1|7000
,11021,,40200|1|7000
,11022,,40200|1|7000
,11023,,40200|1|7000
,11024,,40200|1|7000
,11025,,40200|1|7000
,11026,,40200|1|7000
,11027,,40200|1|7000
,11028,,40200|1|7000
,11029,,40200|1|7000
,11030,,40200|1|7000
,11031,,40200|1|7000
,11032,,40200|1|7000
,11033,,40200|1|7000
,11034,,40200|1|7000
,11035,,40200|1|7000
,11036,,40200|1|7000
,11037,,40200|1|7000
,11038,,40200|1|7000
,11039,,40200|1|7000
,11040,,40200|1|7000
,11041,,40200|1|7000
,11042,,40200|1|7000
,11043,,40200|1|7000
,11044,,40200|1|7000
,11045,,40200|1|7000
,11046,,40200|1|7000
,11047,,40200|1|7000
,11048,,40200|1|7000
,11049,,40200|1|7000
,11050,,40200|1|7000
,11051,,40200|1|7000
,11052,,40200|1|7000
,11053,,40200|1|7000
,11054,,40200|1|7000
,11055,,40200|1|7000
,11056,,40200|1|7000
,11057,,40200|1|7000
,11058,,40200|1|7000
,11059,,40200|1|7000
,11060,,40200|1|7000
,11061,,40200|1|7000
,11062,,40200|1|7000
,11063,,40200|1|7000
,11064,,40200|1|7000
,11065,,40200|1|7000
,11066,,40200|1|7000
,11067,,40200|1|7000
,11068,,40200|1|7000
,11069,,40200|1|7000
,11070,,40200|1|7000
,11071,,40200|1|7000
,11072,,40200|1|7000
,11073,,40200|1|7000
,11074,,40200|1|7000
,11075,,40200|1|7000
,11076,,40200|1|7000
,11077,,40200|1|7000
,11078,,40200|1|7000
,11079,,40200|1|7000
,11080,,40200|1|7000
,11081,,40200|1|7000
,11082,,40200|1|7000
,11083,,40200|1|7000
,11084,,40200|1|7000
,11085,,40200|1|7000
,11086,,40200|1|7000
,11087,,40200|1|7000
,11088,,40200|1|7000
,11089,,40200|1|7000
,11090,,40200|1|7000
,11091,,40200|1|7000
,11092,,40200|1|7000
,11093,,40200|1|7000
,11094,,40200|1|7000
,11095,,40200|1|7000
,11096,,40200|1|7000
,11097,,40200|1|7000
,11098,,40200|1|7000
,11099,,40200|1|7000
,11100,,40200|1|7000
,11101,,40200|1|7000
,11102,,40200|1|7000
,11103,,40200|1|7000
,11104,,40200|1|7000
,11105,,40200|1|7000
,11106,,40200|1|7000
,11107,,40200|1|7000
,11108,,40200|1|7000
,11109,,40200|1|7000
,11110,,40200|1|7000
,11111,,40200|1|7000
,11112,,40200|1|7000
,11113,,40200|1|7000
,11114,,40200|1|7000
,11115,,40200|1|7000
,11116,,40200|1|7000
